8.965707218542469263e+02,5.168919237559910016e+02,3.142072343687426272e+00,4.099999993484476590e+02,1.248135002850052757e+02,-9.192272279698365098e-06,-1.770307945723384790e+01,-1.997292478368006030e+01,-1.544821279927856450e+00,4.499431613758472963e+02,1.247931226657301949e+02,-4.963623455614103210e-03,-5.748380298460357096e+01,-3.392116152572809540e+01,1.122812313389144112e+00,4.896364358087341202e+02,1.246922667385025250e+02,1.548260206174772134e-02,-5.748296802680847861e+01,-1.182971655161848545e+01,1.122771608049800474e+00,-9.115534330209025882e+01,1.661586857401775585e+00,1.392222945572763049e-01
8.875928695614782100e+02,5.221067061855560496e+02,3.153633692718559534e+00,4.065232371475725017e+02,1.230476446905909000e+02,1.164857367121539811e-02,-1.214785571642457853e+02,-6.788708643181811908e+01,5.723898747839109014e-01,4.462273841752457315e+02,1.235399508500504879e+02,2.320496967126381080e-02,-1.214141029296269778e+02,-4.510962975692635979e+01,5.723794086638523959e-01,4.862091121705074670e+02,1.245221106634758996e+02,5.705190962746130301e-02,-1.124080189641909300e+02,-9.228079181216561011e+00,1.200073781686952223e+00,-1.763132880627958343e+02,1.100066167262295336e+00,3.856812189817077630e-01
8.844445342469221032e+02,5.273760285831567671e+02,3.165466434953589925e+00,4.024184338178354778e+02,1.206059818895888611e+02,3.393251663252650624e-02,-1.214785571642457853e+02,-8.122041976515147610e+01,5.723898747839109014e-01,4.421608254689401747e+02,1.218574458988901910e+02,4.332313834873285918e-02,-1.214141029296269778e+02,-5.844296309025968128e+01,5.723794086638523959e-01,4.824837408993448662e+02,1.240332839794388207e+02,9.582194562908716295e-02,-1.124080189641909300e+02,-2.256141251454989671e+01,1.200073781686952223e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.533973613844269557e-01
8.836286007642956974e+02,5.280489646147298117e+02,3.166935848204960546e+00,4.009082099885993671e+02,1.197803252650916903e+02,1.582307910239934973e-02,-2.249086023435963000e+01,-1.275718594727727151e+01,-8.689190377120664666e-01,4.407287568902567614e+02,1.201587610431783162e+02,2.396862924025403366e-02,-5.783335946607628841e+00,-1.149018388556666892e+01,-7.915331233965465785e-01,4.811108435414166138e+02,1.223904285591260219e+02,7.570024924423975066e-02,-1.494395191034739412e+01,-6.113922150335653072e+01,-1.619531461161109354e+00,-1.565793144546065463e+01,7.900707627314306203e-01,-1.947303044585562944e-03
8.819027406271599148e+02,5.306975278198510750e+02,3.172834280561711573e+00,4.010255794573590720e+02,1.199209231839709702e+02,-3.467231835103323171e-03,9.283064681281929964e+00,4.442524929038054182e+00,-2.976082027877045566e-01,4.409413927404079345e+02,1.198930717418689085e+02,2.401460377203204662e-04,9.271551274341964799e+00,4.465373005826127617e+00,-2.975950783412377731e-01,4.808801898954739045e+02,1.201370391771252741e+02,1.057661955655085986e-02,1.807286335183239956e+01,-3.555241226920234965e+01,-2.404199055541117680e+00,-5.535234754454208428e+00,1.703450790891199773e+00,1.479757120864172992e-01
8.848848014795424888e+02,5.303901149455475661e+02,3.171850997696178176e+00,4.029140146339927924e+02,1.201646639003916448e+02,-1.368028516876427028e-02,6.597429805709722928e+01,1.757962610653644342e+00,-4.742834663621697810e-02,4.428375644715647468e+02,1.200764358208728169e+02,-9.840184487863104165e-03,6.632728588185435115e+01,3.434863237012609205e-01,-2.286036255732280462e-02,4.827542118835604583e+02,1.199518952485247496e+02,-8.186114771960654665e-03,6.633189257281388507e+01,3.364019363042535793e-01,-2.286303024076235396e-02,7.801264073438680668e+01,4.814050148897577763e+00,-8.826273704738821224e-02
8.836188030402583991e+02,5.312488614525616413e+02,3.173794583695036309e+00,4.050478279288093404e+02,1.201712804893702469e+02,-1.350344027955392712e-02,5.945994795145684009e+01,-1.306902355634973034e+00,8.873245613124511322e-02,4.449800841186758475e+02,1.200718619946458290e+02,-9.510161738806092308e-03,5.958376460605133218e+01,-1.458460988185867446e+00,9.848396520640941010e-02,4.849014978558207076e+02,1.199573563571024266e+02,-7.655147313065051480e-03,5.960389086320193996e+01,-1.486997300427726376e+00,1.001583809485904891e-01,-2.198735926561319332e+01,0.000000000000000000e+00,6.046236138393651371e-02
8.783520303789470063e+02,5.334333555977764263e+02,3.178691908491938722e+00,4.063303761203889621e+02,1.200398707204028739e+02,-4.383624558318663898e-03,-3.835502615844591645e+01,-1.269971575687040577e+01,8.601621897193714172e-01,4.462676401856274424e+02,1.199351476231474294e+02,-2.692798165052226814e-04,-3.523673857266525999e+01,1.004146999403932838e+01,6.685919784963960666e-01,4.861938409008863005e+02,1.200149507702878680e+02,1.793341626126316972e-03,-3.526837403870915466e+01,2.031702346612051002e+01,6.691109218794594193e-01,-9.964503860307355865e+01,3.919213726551006971e+00,4.415252841085459679e-01
8.679152825254353729e+02,5.402185798429003398e+02,3.194068188518193629e+00,4.032789500373953615e+02,1.207258033823969328e+02,3.396738859754844242e-02,-1.102616514167569193e+02,1.851595018025075134e+01,5.157389222644241933e-01,4.430234580667034265e+02,1.203054488231874757e+02,2.146124983594394423e-02,-1.088087301225635883e+02,6.970979533331370881e+00,4.785453429112249135e-01,4.829254347480173806e+02,1.208226772882831739e+02,2.197041249020262668e-02,-1.089831803981915783e+02,2.266188081703464618e+01,4.785452388351497111e-01,-1.810938288711696487e+02,1.864522568274515235e+00,5.211786860495312146e-01
8.533039262437075649e+02,5.488806621289941177e+02,3.213944183950831590e+00,3.975879677765693145e+02,1.207726926569959858e+02,5.399037542381481675e-02,-1.787878772414690332e+02,5.242109377942208326e+00,3.771466236859155052e-01,4.373940129131922845e+02,1.206749060581007740e+02,4.363779824677383595e-02,-1.782102134178697384e+02,7.870873976528689475e+00,3.771391160806624732e-01,4.773162893528313475e+02,1.217572182111233161e+02,4.590965477235440378e-02,-1.766266217618791075e+02,2.589470193266338072e+01,5.188576742888199034e-01,-2.650190595497429626e+02,1.892784942642690593e+00,6.442173793177408125e-01
8.334256346192569254e+02,5.605843910095452429e+02,3.241328232156068356e+00,3.898171918283441073e+02,1.210637824319713332e+02,7.521746690281234937e-02,-2.368969351230789471e+02,6.781780001024989346e+00,5.040441190478318623e-01,4.297059136126763406e+02,1.209295464216745870e+02,6.711800027349842934e-02,-2.354834517212566993e+02,6.867500965805591662e+00,5.040418064598871650e-01,4.698259244195895690e+02,1.228593207182940859e+02,8.441938365070039696e-02,-2.300024713464626132e+02,3.255419236235518810e+01,9.685192285067708573e-01,-3.512408892508492499e+02,1.066326209844180584e+00,8.552168018446127951e-01
