9.000000000000002274e+02,5.266666666666667425e+02,3.141592653589793116e+00,4.079999999237639372e+02,1.250000000603973831e+02,-1.113311431366337676e-09,0.000000000000000000e+00,-2.666666666666666794e-04,0.000000000000000000e+00,4.510000000762360628e+02,1.250000000999936560e+02,1.324814554205626428e-09,0.000000000000000000e+00,-2.666666666666666794e-04,0.000000000000000000e+00,4.930000000000000000e+02,1.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-2.666666666666666794e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.202194230500282401e-02,0.000000000000000000e+00,2.666666666666666794e-04,9.202194230500282401e-02
8.991899474360066051e+02,5.278684070489716760e+02,3.144660996575868062e+00,4.079999999237639372e+02,1.248222133937307206e+02,-1.113311431366337676e-09,0.000000000000000000e+00,-1.333359999999999879e+01,0.000000000000000000e+00,4.510000000762360628e+02,1.248222134333269935e+02,1.324814554205626428e-09,0.000000000000000000e+00,-1.333359999999999879e+01,0.000000000000000000e+00,4.929990779982128970e+02,1.248221295149890580e+02,4.794444846907510214e-05,0.000000000000000000e+00,-1.333359999999999879e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.141101071118093557e-02,0.000000000000000000e+00,1.333333333333333215e+01,-3.061093159382188844e-02
8.986471305702036716e+02,5.286095808398356439e+02,3.146708030266241352e+00,4.079999999237639372e+02,1.241999822826196151e+02,-1.113311431366337676e-09,0.000000000000000000e+00,-2.666693333333333626e+01,0.000000000000000000e+00,4.510000000762360628e+02,1.241999823222158881e+02,1.324814554205626428e-09,0.000000000000000000e+00,-2.666693333333333626e+01,0.000000000000000000e+00,4.929990779982128970e+02,1.241998984038779525e+02,4.794444846907510214e-05,0.000000000000000000e+00,-2.666693333333333626e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.101612585548863876e-02,0.000000000000000000e+00,1.333333333333333215e+01,-2.039488485569229681e-02
8.982835384593674917e+02,5.290449467602732057e+02,3.148075234461425342e+00,4.079999999237639372e+02,1.231333067270640669e+02,-1.113311431366337676e-09,0.000000000000000000e+00,-4.000026666666666131e+01,0.000000000000000000e+00,4.510000000762360628e+02,1.231333067666603398e+02,1.324814554205626428e-09,0.000000000000000000e+00,-4.000026666666666131e+01,0.000000000000000000e+00,4.929990779982128970e+02,1.231332228483224043e+02,4.794444846907510214e-05,0.000000000000000000e+00,-4.000026666666666131e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.741965968376725016e-02,0.000000000000000000e+00,1.333333333333333215e+01,-1.359646617172138860e-02
8.980400063948148954e+02,5.292767837309382912e+02,3.148989223117551361e+00,4.079999999237639372e+02,1.216221867270640615e+02,-1.113311431366337676e-09,0.000000000000000000e+00,-5.333359999999998280e+01,0.000000000000000000e+00,4.510000000762360628e+02,1.216221867666603345e+02,1.324814554205626428e-09,0.000000000000000000e+00,-5.333359999999998280e+01,0.000000000000000000e+00,4.929990779982128970e+02,1.216221028483223989e+02,4.794444846907510214e-05,0.000000000000000000e+00,-5.333359999999998280e+01,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,1.835547293928208035e-02,1.000000000000000000e+02,1.333333333333333215e+01,-9.064186744485169811e-03
9.016565635506746048e+02,5.284099812531169391e+02,3.147412515437559399e+00,4.093701195268591277e+02,1.209429740303926764e+02,-7.168525507373946226e-02,8.036509467649325700e+01,2.060051767931784639e+01,-8.754466101514465359e-01,4.510000000762360628e+02,1.196666223222158862e+02,1.324814554205626428e-09,-7.112315635176003070e-04,1.209620975757275119e-04,1.975499554860579045e-05,4.929990779982128970e+02,1.196665384038779507e+02,4.794444846907510214e-05,-7.112502371739992668e-04,1.209700148265824282e-04,1.975546982163502282e-05,1.912298843405488924e+02,0.000000000000000000e+00,-1.134843597528956138e-01,1.000000000000000000e+02,1.143824659817117251e+01,1.946788143768685142e-02
9.105051646457143306e+02,5.233008208283906697e+02,3.136287909045799349e+00,4.136600366746860686e+02,1.219545337135257341e+02,-6.243743216116297984e-02,1.200221423271161001e+02,3.549813682532395376e+01,7.943003232628410570e-01,4.536460600334548303e+02,1.211609080172537034e+02,-6.207158046349121883e-02,1.224826626979374993e+02,6.877588426438414615e+01,8.874486392344494989e-01,4.935059929900210136e+02,1.199747518590691726e+02,-1.791767434550665949e-02,7.150671993280661809e+01,3.887066771083455308e+01,-2.634907937253661903e+00,2.676449541436736013e+02,0.000000000000000000e+00,-2.756676277259817454e-01,1.000000000000000000e+02,1.028884651691709884e+01,2.109740214650445700e-01
9.232659249674170496e+02,5.156552213396685147e+02,3.119631332983351601e+00,4.194161542212668223e+02,1.229144304488349491e+02,-6.777820719417540496e-02,1.823674394555927449e+02,2.158779130927784351e+01,-1.692703515408850723e-01,4.594555958304901537e+02,1.222450096862187081e+02,-6.319746530496068992e-02,1.838536709659884991e+02,1.697467040028702456e+01,-5.739135325254034886e-02,4.990723411900562496e+02,1.209418406398839920e+02,-4.442790135111108346e-02,1.838824968354128089e+02,1.703272265664393004e+01,-5.739038949289578667e-02,3.519054819903980729e+02,0.000000000000000000e+00,-5.000903042032867063e-01,1.000000000000000000e+02,1.016336637104441643e+01,4.138428337775990062e-02
9.401856555419165034e+02,5.052352725724132370e+02,3.097237188460187252e+00,4.273252907548563826e+02,1.238459694605679147e+02,-9.020551004721627519e-02,2.434862941031402386e+02,2.667545524719924899e+01,-4.986956613920230375e-01,4.673548855884976660e+02,1.225980671672605240e+02,-8.594779583193708217e-02,2.446212426940828664e+02,8.715811305402008102e+00,-3.886313384654925263e-01,5.070213709775354687e+02,1.208475459932946166e+02,-7.035555880350145841e-02,2.447937730542345491e+02,5.290568356209391254e+00,-3.891457201459166404e-01,4.382643616138327616e+02,0.000000000000000000e+00,-7.971482671763574501e-01,1.000000000000000000e+02,1.258143191906043157e+01,-8.742491781916661431e-02
9.619671345414716370e+02,4.901959386622297075e+02,3.065280045667089226e+00,4.369446017688287043e+02,1.251906562247577455e+02,-1.242421144066574168e-01,2.934116836921482445e+02,4.004173171954558796e+01,-8.663106870572810925e-01,4.770427263259299480e+02,1.230324163680850660e+02,-1.135079308639492524e-01,2.952886759297368258e+02,9.998700104692497703e+00,-6.086245347341937562e-01,5.168217365969838966e+02,1.212350887759457265e+02,-9.860007079062010904e-02,2.963807343732430013e+02,7.886619669678324840e+00,-6.086206646862325487e-01,5.259809625410684930e+02,0.000000000000000000e+00,-1.122213514503451748e+00,1.000000000000000000e+02,1.358621422258532796e+01,-1.427096082822804091e-01
